likes,comments
3.5m,12.4k
4.9m,44.5k
3.5m,12.5k
13.8m,45.3k
2.9m,11k
3.1m,"6,384"
3.5m,37.4k
4.3m,28k
2.5m,11.1k
2.6m,14.7k
3m,11.2k
4.8m,19k
4.5m,20.8k
3.6m,77.5k
12.4m,41.2k
3.5m,20.2k
4m,29.5k
4.4m,41.5k
4.8m,42.4k
1.3m,"5,887"
3.1m,14.4k
3.1m,12.5k
3.3m,15.5k
4.5m,27.7k
2.8m,14k
5.2m,10.4k
3.5m,18.8k
3.9m,19.9k
3.3m,10.8k
3.2m,18.3k
2.5m,15.2k
2.8m,12.3k
5.3m,10.8k
15.3m,20.1k
2.9m,16k
4.4m,23.2k
2.8m,18.7k
3.5m,14.4k
3m,14k
9.1m,11.1k
2.1m,10.4k
3.2m,25.4k
11.8m,33.3k
1.6m,"9,144"
2.2m,11.4k
2.1m,"6,581"
1.5m,"4,660"
2.3m,"9,103"
2.3m,"8,794"
3m,13.3k
2.7m,10.5k
3.9m,15.6k
2.6m,"9,031"
2.8m,"9,424"
3.6m,13.9k
2.3m,13.2k
2.2m,"8,738"
3.7m,30.2k
1.9m,"8,298"
2.6m,16.9k
4.9m,29.4k
5.2m,33.5k
1.8m,13k
3.6m,19.9k
4.5m,"8,346"
7m,13.5k
2.9m,36k
5.5m,41.9k
3.5m,21.9k
3.4m,25.7k
2.6m,11.9k
3.3m,27.4k
8m,187k
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
2.3m,13.5k
2.2m,11.9k
2m,"5,876"
4.4m,23.5k
5.6m,38.5k
4.1m,23.1k
4.1m,20.2k
3.1m,12.5k
6.6m,"9,792"
3.5m,15.6k
1.3m,"7,885"
2.3m,"7,483"
3m,13.2k
3.7m,10.3k
6.3m,13.5k
4.2m,18.3k
3.4m,13.1k
3.7m,15.3k
3.8m,38.1k
4.1m,21.5k
4.3m,21.3k
7.7m,15.2k
5m,26.1k
4.8m,270k
3.4m,16.2k
3.1m,"8,138"
2.8m,10.1k
4.9m,22k
5.6m,48.2k
6.2m,40.1k
3.8m,27.7k
9.1m,22.5k
2.7m,16.3k
2.9m,17.5k
3m,17k
2.4m,11.6k
3m,26.6k
2.5m,14.5k
3.2m,11.1k
2.6m,"9,018"
6.4m,13.8k
3.3m,45.3k
1.2m,"4,401"
2.5m,"9,166"
5.4m,80.3k
7.4m,"9,076"
3.3m,15.8k
2.4m,12.5k
3.8m,20.3k
3.7m,23.3k
3.3m,16k
3.4m,15k
4.2m,26.2k
2.8m,18.6k
2m,11.9k
11.2m,15.6k
3.2m,21.8k
2.2m,11.6k
2.9m,14.5k
2.7m,15.6k
868k,"6,823"
3.7m,25.7k
1.1m,"7,646"
2.5m,10k
3m,16.4k
2.6m,15.9k
2.4m,12.8k
4.1m,30.2k
3.2m,30.6k
2.9m,19.8k
2.2m,11.7k
3.4m,33k
1.9m,"7,105"
3.5m,18.9k
11.6m,20.1k
2.6m,16.9k
2.7m,29.8k
3.7m,27.8k
3m,20.3k
3.2m,25.6k
2.6m,21.7k
3.4m,24.7k
2.5m,11.2k
2.8m,16.2k
1.6m,"7,489"
1.9m,11.1k
3.4m,19.5k
1.6m,"7,489"
1.9m,11.1k
3.4m,19.5k
1.6m,"7,489"
1.9m,11.1k
3.4m,19.5k
1.6m,"7,489"
1.9m,11.1k
3.4m,19.5k
3m,30.6k
10.8m,23.2k
1.8m,16.8k
2.6m,17.5k
2.5m,16.3k
2m,"9,728"
3.1m,18.7k
2.4m,10.1k
8m,40.3k
3.2m,35.3k
1.7m,"9,438"
1.7m,16.4k
2.6m,21.9k
2.2m,11.3k
2.5m,17.3k
1.3m,"8,875"
1.7m,13.9k
2.3m,17.4k
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
4.7m,13.4k
2.8m,24.4k
6.2m,10.8k
1.7m,"8,391"
1.1m,"7,712"
2.5m,14.1k
2.5m,34.9k
2.3m,33k
2.3m,16.3k
5.4m,"8,676"
2.1m,12.7k
3.2m,25.8k
1.8m,10.9k
2.7m,25.9k
1.9m,14.3k
1.9m,13.3k
899k,"4,826"
1.8m,"9,437"
1.8m,14.6k
5.4m,14.6k
2.8m,20.7k
3.9m,44.9k
9m,"9,204"
2m,15.6k
2.5m,14.6k
1.6m,15.1k
2.2m,12.5k
1m,"9,884"
5.3m,10.5k
2m,20.3k
2.6m,16.5k
2.6m,16.5k
891k,"5,854"
2.9m,25.3k
2.1m,22.9k
2.1m,14k
1.6m,12.2k
2.3m,21.1k
3.6m,76.4k
2.7m,51k
2.6m,56.5k
2.5m,28.3k
